,City,Cloudiness,Country,Date,Humidity,Temp,Lat,Lng,Wind Speed
281,Krasnoshchekovo,100,RU,1585015179,96,11.3,51.67,82.73,4.59
282,Karratha,0,AU,1585015180,67,86.36,-20.74,116.85,12.53
283,San Rafael,11,AR,1585015141,31,74.3,-34.62,-68.33,4.18
284,Jammalamadugu,0,IN,1585015182,51,83.48,14.83,78.4,7.2
285,Nizza Monferrato,93,IT,1585015183,90,42.01,44.77,8.35,1.99
286,Bilibino,100,RU,1585015185,85,23.9,68.05,166.44,17.29
287,Pitsunda,75,GE,1585015186,93,45.0,43.16,40.34,6.71
288,Huarmey,91,PE,1585015187,77,70.52,-10.07,-78.15,1.92
289,Mahon,26,ES,1585015188,82,55.4,39.89,4.27,14.99
290,Sargatskoye,0,RU,1585015189,91,11.66,55.61,73.5,4.79
291,Mineral Wells,90,US,1585015190,100,70.0,32.81,-98.11,9.17
292,Manokwari,100,ID,1585015051,91,75.74,-0.87,134.08,3.4
293,Shingū,20,JP,1585015192,32,53.6,33.73,135.98,17.22
294,Makanya,98,TZ,1585015196,98,67.28,-4.37,37.83,4.34
295,Talnakh,75,RU,1585015197,84,5.0,69.49,88.4,31.32
296,Cherskiy,34,RU,1585015198,79,7.88,68.75,161.3,4.45
297,Banjar,20,ID,1585015199,83,84.2,-8.19,114.97,2.24
298,Makat,24,KZ,1585015201,60,40.1,47.65,53.35,13.91
299,Coquimbo,0,CL,1585015202,82,62.6,-29.95,-71.34,2.24
300,Buluang,0,PH,1585015203,54,84.02,13.31,123.34,7.16
301,Chapais,90,CA,1585015204,86,28.4,49.78,-74.85,9.17
302,Fremont,75,US,1585015205,71,55.4,37.55,-121.99,13.87
303,Tasiilaq,100,GL,1585015206,92,24.8,65.61,-37.64,4.7
304,Vila Velha,40,BR,1585015118,73,75.2,-20.33,-40.29,10.29
305,Terra Nova,98,BR,1585015208,96,71.96,-12.37,-40.67,4.32
306,Kutum,12,SD,1585015209,21,60.98,14.2,24.67,3.24
307,Baker City,40,US,1585015162,39,52.0,44.77,-117.83,13.87
308,Gairo,5,IT,1585015211,45,46.4,39.85,9.5,31.09
309,Roccastrada,0,IT,1585015212,58,39.99,43.01,11.17,5.82
310,Iquitos,90,PE,1585014914,94,75.2,-3.75,-73.25,2.24
311,Airai,78,TL,1585015215,48,81.5,-8.93,125.41,6.26
312,Lovozero,100,RU,1585015216,88,24.8,68.0,35.01,8.41
313,Palmer,90,US,1585015217,97,35.6,42.16,-72.33,13.87
314,Zhigansk,100,RU,1585015218,94,-0.04,66.77,123.37,22.12
315,Havre-St-Pierre,75,CA,1585015219,79,23.0,50.23,-63.6,6.93
316,Alugan,100,PH,1585015220,70,81.86,12.22,125.48,12.5
317,Ilulissat,100,GL,1585015221,61,12.2,69.22,-51.1,12.75
318,Koungou,15,YT,1585015222,88,78.8,-12.73,45.2,4.7
319,Kjøllefjord,100,NO,1585015223,78,35.78,70.95,27.35,21.25
320,Saldanha,52,ZA,1585015224,82,59.0,-33.01,17.94,5.82
321,Samarai,50,PG,1585015225,78,84.02,-10.62,150.67,8.25
322,Yabassi,75,CM,1585015226,88,78.8,4.46,9.97,2.24
323,Aden,40,YE,1585015171,76,80.42,12.78,45.04,9.46
324,Marzuq,3,YE,1585015228,46,69.26,14.4,46.47,3.89
325,Xaxim,0,BR,1585015230,72,62.24,-26.96,-52.53,2.93
326,Hokitika,100,NZ,1585015231,71,53.06,-42.72,170.97,7.78
327,Antibes,90,FR,1585015232,58,50.0,43.56,7.13,23.04
328,Port Elizabeth,75,ZA,1585015233,72,66.2,-33.92,25.57,10.29
329,Río Gallegos,23,AR,1585014945,54,59.0,-51.62,-69.22,21.92
330,Moryakovskiy Zaton,0,RU,1585015235,77,7.0,56.7,84.65,2.24
331,Sobolevo,0,RU,1585015236,58,24.8,54.43,31.9,5.37
332,Poltavka,82,RU,1585015237,95,12.38,54.37,71.76,5.14
333,Moose Factory,1,CA,1585015238,92,28.4,51.26,-80.61,9.17
334,Parakai,66,NZ,1585015239,52,66.99,-36.65,174.43,23.04
335,Leticia,75,CO,1585015240,100,75.2,-4.22,-69.94,2.24
336,Pahrump,1,US,1585015241,41,62.01,36.21,-115.98,16.11
337,San Mateo del Mar,0,MX,1585015242,74,83.3,16.2,-95.0,9.46
338,‘Ewa Beach,40,US,1585015243,51,80.6,21.32,-158.01,16.11
339,Oyama,20,JP,1585015244,26,51.01,36.3,139.8,14.99
340,Chifeng,100,CN,1585015245,27,55.58,42.27,118.96,13.89
341,Bathsheba,40,BB,1585015247,74,78.8,13.22,-59.52,18.34
342,Tecolutla,5,MX,1585015248,69,80.6,20.48,-97.02,9.17
343,Le Port,100,RE,1585015088,94,77.0,-20.94,55.29,17.22
344,Caxito,95,AO,1585015250,87,75.56,-8.58,13.66,3.29
345,Korla,69,CN,1585015251,24,42.8,41.76,86.15,5.88
346,Ambilobe,0,MG,1585015252,89,72.68,-13.2,49.05,4.45
347,Vangaindrano,31,MG,1585015060,88,69.26,-23.35,47.6,3.31
348,Mount Gambier,75,AU,1585015254,58,59.0,-37.83,140.77,8.05
349,Whitehorse,40,CA,1585015046,42,26.6,60.72,-135.05,4.7
350,Baiersbronn,0,DE,1585015256,57,34.0,48.5,8.38,9.17
351,Cudalbi,100,RO,1585015257,49,29.84,45.78,27.7,17.52
352,Rodeo,75,US,1585015258,71,55.4,38.03,-122.27,13.87
353,Tabuk,54,PH,1585015259,58,83.48,17.42,121.44,5.79
354,Sucúa,100,EC,1585015261,95,63.68,-2.47,-78.17,2.57
355,Thaba Nchu,18,ZA,1585015262,93,59.0,-29.21,26.84,3.36
356,Honningsvåg,100,NO,1585015111,74,37.76,70.98,25.97,31.88
357,Gejiu,35,CN,1585015264,44,68.54,23.31,103.16,8.66
358,Zwedru,100,LR,1585015265,97,71.06,6.07,-8.13,1.14
359,Amahai,100,ID,1585015266,73,82.76,-3.33,128.92,5.7
360,San Jerónimo,100,PE,1585015268,91,43.88,-11.95,-75.28,2.64
361,Garça,0,BR,1585015048,65,68.0,-22.21,-49.66,7.0
362,Bahir Dar,33,ET,1585015270,30,58.46,11.59,37.39,1.88
363,Saint Anthony,1,US,1585015271,74,41.0,45.02,-93.22,5.82
364,Sakakah,40,SA,1585015272,20,57.2,29.97,40.21,4.7
365,Contamana,100,PE,1585015273,91,74.48,-7.33,-75.02,1.88
366,Erenhot,100,CN,1585015274,33,54.68,43.65,111.98,16.75
367,Oktyabr'skiy,100,RU,1585015275,87,34.16,54.48,53.47,15.12
368,Umeå,100,SE,1585015276,80,35.6,63.83,20.26,11.41
369,Egvekinot,100,RU,1585015277,96,26.24,66.32,-179.17,8.86
370,Nobeoka,0,JP,1585015213,39,61.34,32.58,131.67,5.7
371,Porto Walter,88,BR,1585015279,97,71.96,-8.27,-72.74,2.01
372,Hirara,75,JP,1585015281,73,73.4,24.8,125.28,13.87
373,Shelburne,90,CA,1585015282,98,37.4,44.08,-80.2,4.7
374,Bandarbeyla,100,SO,1585015283,74,81.86,9.49,50.81,8.12
375,Mackenzie,1,CA,1585015284,46,28.4,55.3,-123.17,3.36
376,Knokke-Heist,0,BE,1585015285,55,37.99,51.33,3.33,8.05
377,Dédougou,98,BF,1585015286,56,84.38,12.47,-3.47,14.36
378,Kerman,40,IR,1585015034,86,37.4,30.28,57.08,3.6
379,Coffs Harbour,90,AU,1585015288,68,71.6,-30.3,153.13,5.82
380,Fort Nelson,40,CA,1585015220,36,15.8,58.81,-122.7,3.36
381,Plouzané,0,FR,1585015290,93,48.2,48.38,-4.62,8.05
382,Comodoro Rivadavia,100,AR,1585015128,40,73.4,-45.87,-67.5,17.22
383,Lufilufi,40,WS,1585015292,74,87.8,-13.87,-171.6,3.36
384,Bundaberg,75,AU,1585015293,58,84.99,-24.85,152.35,20.8
385,Broken Hill,99,AU,1585015294,24,71.6,-31.95,141.43,12.75
386,Felipe Carrillo Puerto,0,MX,1585015296,92,71.78,19.58,-88.05,3.2
387,Mardin,70,TR,1585015297,68,43.34,37.31,40.74,3.29
388,Colares,0,PT,1585015298,81,55.99,38.8,-9.45,6.93
389,Ust-Maya,100,RU,1585015299,95,24.44,60.42,134.53,8.86
390,Muros,75,ES,1585015300,93,57.0,42.78,-9.06,3.36
391,Waoundé,100,SN,1585015304,19,73.4,15.26,-12.87,15.32
392,Baykit,65,RU,1585015305,85,-4.54,61.67,96.37,3.67
393,Dukat,99,RU,1585015306,89,15.98,62.55,155.55,4.38
394,Sinnamary,3,GF,1585015307,80,79.7,5.38,-52.95,17.34
395,Marawi,47,PH,1585015308,80,82.0,8.0,124.29,5.01
396,Port Hardy,40,CA,1585015235,70,44.6,50.7,-127.42,8.05
397,Launceston,0,AU,1585015310,55,66.0,-41.45,147.17,11.41
398,Santa Rosa,20,PH,1585015311,55,89.01,14.31,121.11,6.93
399,Aripuanã,95,BR,1585015312,97,73.58,-9.17,-60.63,1.7
400,Whitianga,99,NZ,1585015314,59,59.72,-36.83,175.7,14.41
401,Rawson,30,AR,1585015315,50,71.24,-43.3,-65.1,18.41
402,Campos Belos,100,BR,1585015316,95,71.42,-13.04,-46.77,2.13
403,Sassandra,100,CI,1585015317,92,73.58,4.95,-6.08,4.68
404,Guerrero Negro,100,MX,1585015318,78,62.06,27.98,-114.06,18.41
405,Constantine,75,DZ,1585015319,87,50.0,36.37,6.61,9.17
406,Grindavik,75,IS,1585015320,63,33.8,63.84,-22.43,35.57
407,Wattegama,0,LK,1585015321,100,73.4,6.8,81.48,3.36
408,Lebanon,1,US,1585015069,93,55.4,36.21,-86.29,1.36
409,Khovu-Aksy,100,RU,1585015323,91,10.58,51.13,93.6,10.09
410,Lumby,1,CA,1585015324,42,46.4,50.25,-118.97,5.82
411,Nishihara,75,JP,1585015325,49,71.6,26.18,127.76,12.75
412,Jati,100,PK,1585015326,70,76.1,24.35,68.27,6.4
413,Margate,0,GB,1585015327,52,46.0,51.38,1.39,14.99
414,Isabela,75,PH,1585015329,79,84.2,6.71,121.97,4.7
415,Kaitangata,100,NZ,1585015330,73,57.0,-46.28,169.85,3.0
416,Villamontes,84,BO,1585015331,60,78.62,-21.25,-63.5,1.41
417,Gigmoto,38,PH,1585015332,74,80.6,13.78,124.39,12.44
418,Porto-Novo,20,BJ,1585015333,88,80.6,6.5,2.6,6.93
419,Zarubino,0,RU,1585015334,57,38.48,42.63,131.09,8.43
420,La Ronge,75,CA,1585015335,53,26.6,55.1,-105.28,6.93
421,Xai-Xai,37,MZ,1585015336,97,70.52,-25.05,33.64,3.51
422,Manicoré,89,BR,1585015337,94,75.2,-5.81,-61.3,3.36
423,Russell,90,US,1585015338,94,70.0,32.35,-85.2,6.93
424,Broome,90,US,1585015339,100,35.01,42.25,-75.83,3.36
425,Alyangula,90,AU,1585015340,83,84.2,-13.85,136.42,9.17
426,Barra de Tecoanapa,0,MX,1585015341,80,75.02,16.52,-98.75,0.25
427,Krasnosel'kup,100,RU,1585015342,93,19.58,65.7,82.47,25.37
428,Palmela,0,PT,1585015343,87,55.99,38.57,-8.9,10.29
429,Neiafu,20,TO,1585015345,70,86.0,-18.65,-173.98,8.05
430,Löbau,0,DE,1585015346,53,26.6,51.1,14.67,4.7
431,Tiarei,20,PF,1585015348,66,87.8,-17.53,-149.33,11.41
432,Plettenberg Bay,81,ZA,1585015349,90,62.06,-34.05,23.37,3.29
433,Puerto Escondido,40,MX,1585015350,79,84.2,15.85,-97.07,2.75
434,Constitución,0,CL,1585015351,83,57.2,-35.33,-72.42,6.29
435,Xinqing,47,CN,1585015352,49,37.58,48.23,129.5,5.77
436,Hayama,20,JP,1585015353,34,53.6,35.27,139.58,31.09
437,Assiut,0,EG,1585015354,30,59.0,27.18,31.18,11.41
438,Beringovskiy,0,RU,1585015355,88,33.62,63.05,179.32,4.9
439,La Sarre,86,CA,1585015356,98,26.06,48.8,-79.2,6.11
440,Dalvik,90,IS,1585015358,74,35.6,65.97,-18.53,40.26
441,Los Llanos de Aridane,20,ES,1585015359,77,62.6,28.66,-17.92,8.05
442,Kumukh,0,RU,1585015360,68,16.7,42.17,47.12,10.09
443,Namatanai,1,PG,1585015364,69,84.56,-3.67,152.43,4.47
444,Port Augusta,90,AU,1585015365,87,68.0,-32.5,137.77,4.7
445,Anadyr,0,RU,1585015366,79,26.6,64.75,177.48,4.47
446,Kloulklubed,90,PW,1585015367,83,82.4,7.04,134.26,8.05
447,Kuybyshevo,100,RU,1585015368,68,27.32,47.81,38.91,16.26
448,Numan,95,NG,1585015369,46,86.9,9.47,12.03,15.64
449,Guangming,66,CN,1585015370,78,46.0,45.33,122.78,4.0
450,Ancud,75,CL,1585015371,100,59.0,-41.87,-73.82,10.29
451,Acapulco de Juárez,5,MX,1585015201,70,84.2,16.86,-99.89,6.93
452,Linping,71,CN,1585015373,58,68.0,30.42,120.3,6.71
453,Horsham,0,GB,1585015374,88,44.01,51.06,-0.33,4.7
454,Torit,3,SS,1585015375,58,78.44,4.41,32.57,2.04
455,Guayaramerín,54,BO,1585015377,88,75.02,-10.84,-65.36,2.06
456,Usakos,35,NA,1585015378,43,74.84,-22.0,15.6,5.84
457,Grand-Santi,98,GF,1585015379,77,75.38,4.25,-54.38,4.07
458,Luebo,100,CD,1585015380,92,71.06,-5.35,21.42,1.39
459,Nome,90,US,1585015381,97,32.0,64.5,-165.41,17.22
460,Praia da Vitória,75,PT,1585015382,72,59.0,38.73,-27.07,19.73
461,Ende,4,ID,1585015383,69,83.48,-8.84,121.66,2.75
462,Adrar,100,MR,1585015384,45,60.62,20.5,-10.07,14.03
463,Pericos,5,MX,1585015385,48,82.4,25.05,-107.7,6.93
464,Bougouni,77,ML,1585015386,45,79.7,11.42,-7.48,5.59
465,Kilindoni,100,TZ,1585015387,79,81.68,-7.91,39.67,4.65
466,Tshikapa,100,CD,1585015157,96,69.44,-6.42,20.8,2.39
467,Illapel,0,CL,1585015389,57,48.38,-31.63,-71.17,1.7
468,Brewster,90,US,1585015390,86,37.99,41.4,-73.62,16.11
469,Pedersore,66,FI,1585015391,77,36.0,63.65,22.68,16.11
470,Morehead,1,US,1585015392,76,51.01,37.27,-87.18,3.36
471,Xalpatlahuac,0,MX,1585015394,66,63.14,17.47,-98.62,7.34
472,Luanda,86,AO,1585015253,85,80.78,-8.84,13.23,7.52
473,Mazyr,0,BY,1585015396,65,24.8,52.05,29.25,6.06
474,Étampes,0,FR,1585015397,51,39.99,48.43,2.15,6.93
475,Acaraú,96,BR,1585015398,91,74.48,-2.89,-40.12,3.02
476,Atambua,47,ID,1585015399,64,81.86,-9.11,124.89,4.97
477,Oranjemund,39,NA,1585015400,93,56.12,-28.55,16.43,3.22
478,Shenkursk,0,RU,1585015401,87,19.76,62.11,42.9,5.39
479,Tharād,66,IN,1585015402,29,83.12,24.4,71.63,8.48
480,Tambovka,0,RU,1585015403,41,41.0,50.1,128.05,8.95
481,Kirensk,83,RU,1585015404,75,14.54,57.79,108.11,9.64
482,Ksino Nero,100,GR,1585015405,92,37.99,40.68,21.62,10.29
483,Matara,0,LK,1585015406,65,81.5,5.95,80.54,7.34
484,Vorukh,100,TJ,1585015407,46,51.26,39.85,70.58,1.16
485,Colleferro,64,IT,1585015409,40,42.01,41.73,13.0,10.29
486,Kintampo,100,GH,1585015394,77,77.0,8.06,-1.73,8.25
487,Shiyan,100,CN,1585015411,31,66.0,32.65,110.78,4.38
488,Samaná,63,DO,1585015412,91,68.72,19.21,-69.34,3.4
489,Brae,100,GB,1585015413,87,46.4,60.4,-1.35,29.97
490,Oromocto,90,CA,1585015414,83,32.0,45.84,-66.48,3.36
491,Sangar,100,RU,1585015415,93,20.48,63.92,127.47,12.71
492,Charters Towers,95,AU,1585015416,52,85.1,-20.1,146.27,14.88
493,Hobyo,95,SO,1585015417,78,81.5,5.35,48.53,7.58
494,Krasnovishersk,54,RU,1585015418,97,13.1,60.41,57.08,3.53
495,Pasni,0,PK,1585015419,41,69.26,25.26,63.47,8.57
496,Rocha,3,UY,1585015226,96,63.86,-34.48,-54.33,9.62
497,Peniche,0,PT,1585015422,76,55.99,39.36,-9.38,6.93
498,Westport,90,US,1585015135,86,39.99,41.14,-73.36,16.11
499,Hamilton,1,US,1585015291,70,45.0,39.18,-84.53,6.93
500,Paita,66,PE,1585015425,62,79.7,-5.09,-81.11,9.62
501,Duvan,100,RU,1585015426,95,20.12,55.7,57.9,3.67
502,Pueblo Nuevo,4,MX,1585015427,61,59.18,23.38,-105.38,3.89
503,Pangnirtung,100,CA,1585015428,95,6.26,66.15,-65.71,3.56
504,Venustiano Carranza,5,MX,1585015429,27,87.8,19.43,-99.1,9.17
505,Bridgetown,40,BB,1585015430,74,78.8,13.1,-59.62,18.34
506,Fairbanks,90,US,1585015241,80,33.8,64.84,-147.72,6.93
507,Mtwara,100,TZ,1585015432,98,71.78,-10.27,40.18,5.01
508,Oxbow,1,CA,1585015433,91,42.8,49.23,-102.17,8.05
509,Mgandu,95,TZ,1585015434,98,60.62,-5.95,34.13,7.87
510,Arenápolis,78,BR,1585015435,94,73.04,-14.45,-56.85,2.86
511,Asău,100,RO,1585015436,58,30.2,46.43,26.4,10.29
512,Sohag,9,EG,1585015438,37,68.0,26.56,31.69,6.93
513,Eyl,100,SO,1585015439,74,78.26,7.98,49.82,9.4
514,Nouakchott,100,MR,1585015213,77,64.4,18.09,-15.98,14.99
515,Ordynskoye,29,RU,1585015441,91,7.88,54.37,81.9,3.42
516,Andreapol',0,RU,1585015442,51,23.72,56.65,32.27,2.82
517,Salalah,0,OM,1585015443,50,77.0,17.02,54.09,10.29
518,Jalu,0,LY,1585015444,83,56.66,29.03,21.55,10.47
519,Taoudenni,100,ML,1585015445,28,66.56,22.68,-3.98,11.79
520,Olafsvik,99,IS,1585015446,93,33.62,64.89,-23.71,43.53
521,Algiers,75,DZ,1585015266,93,59.0,36.75,3.04,16.11
522,Dŭstí,75,TJ,1585015448,87,53.6,37.35,68.66,4.47
523,Abu Dhabi,0,AE,1585015415,52,70.0,24.47,54.37,10.29
524,Xiongyue,79,CN,1585015450,23,57.74,40.18,122.12,14.83
525,Ambanja,33,MG,1585015451,87,75.02,-13.68,48.45,3.78
526,Belmonte,75,BR,1585015452,78,75.2,-15.86,-38.88,6.93
527,Karasjok,100,NO,1585015453,64,37.4,69.47,25.51,49.44
528,Mikhaylovka,87,RU,1585015455,77,24.98,50.06,43.24,9.78
529,Maïné Soroa,0,NE,1585015456,20,79.7,13.21,12.02,4.41
530,Hurghada,42,EG,1585015457,59,66.2,27.26,33.81,10.6
531,Severnoye,67,RU,1585015458,91,12.2,56.35,78.36,3.24
532,Chāndpur,25,IN,1585015459,35,75.92,29.15,78.27,4.23
533,Nabire,100,ID,1585015460,42,93.2,-3.37,135.48,1.74
534,Takapau,98,NZ,1585015461,57,59.0,-40.03,176.35,7.0
535,Shenjiamen,77,CN,1585015462,76,55.76,29.96,122.3,9.89
536,Kimbe,94,PG,1585015463,59,88.34,-5.55,150.14,5.08
537,Lethem,29,GY,1585015464,57,84.38,3.38,-59.8,10.11
538,Severomuysk,36,RU,1585015465,70,16.16,56.15,113.43,4.27
539,Beyneu,0,KZ,1585015466,71,40.28,45.32,55.2,14.74
540,Igarka,100,RU,1585015467,94,8.42,67.47,86.58,18.32
541,Pochutla,75,MX,1585015469,69,84.2,15.74,-96.47,11.56
542,Kosh-Agach,51,RU,1585015470,74,2.3,50.0,88.67,1.28
543,Lakselv,100,NO,1585015471,64,39.2,70.05,24.97,49.44
544,Mana,0,GF,1585015472,86,74.66,5.66,-53.78,3.53
545,Tandaltī,37,SD,1585015473,14,71.96,13.02,31.87,8.43
546,Madimba,100,TZ,1585015474,92,76.64,-10.4,40.33,9.01
547,Oxapampa,52,PE,1585015475,97,52.7,-10.58,-75.4,2.8
548,Siguiri,97,GN,1585015476,51,78.98,11.67,-9.5,5.35
549,Port-de-Bouc,90,FR,1585015477,61,52.0,43.4,4.98,5.82
550,Akureyri,90,IS,1585015478,74,35.6,65.68,-18.09,40.26
551,Menongue,100,AO,1585015479,94,61.52,-14.66,17.69,2.66
552,Safi,1,MA,1585015480,87,51.08,32.3,-9.24,6.69
553,Talas,40,TR,1585015481,75,41.0,38.69,35.55,5.82
554,Gijang,20,KR,1585015247,47,57.2,35.24,129.21,8.05
555,Ballina,90,AU,1585015386,64,75.2,-28.87,153.57,9.17
556,Jacareacanga,25,BR,1585015484,97,72.68,-6.22,-57.75,0.87
557,Khandyga,100,RU,1585015486,92,24.26,62.67,135.6,12.1
558,Sos'va,0,RU,1585015487,77,20.3,59.18,61.86,6.53
559,Batemans Bay,100,AU,1585015488,77,69.01,-35.72,150.18,3.0
560,Esmeraldas,69,BR,1585015489,77,66.2,-19.76,-44.31,11.41
561,Cabedelo,20,BR,1585015490,83,78.8,-6.98,-34.83,3.98
562,Zhuhai,40,CN,1585015491,94,75.99,22.28,113.57,9.17
